order_id,order_date,promised_delivery_time,actual_delivery_time,order_total
1961864118,17-07-2024 08:34,17-07-2024 08:52,17-07-2024 08:47,3197.07
1549769649,28-05-2024 13:14,28-05-2024 13:25,28-05-2024 13:27,976.55
9185164487,23-09-2024 13:07,23-09-2024 13:25,23-09-2024 13:29,839.05
9644738826,24-11-2023 16:16,24-11-2023 16:34,24-11-2023 16:33,440.23
5427684290,20-11-2023 05:00,20-11-2023 05:17,20-11-2023 05:18,2526.68
3265154092,18-03-2023 16:29,18-03-2023 16:49,18-03-2023 16:48,3161.43
4898355547,16-04-2023 18:50,16-04-2023 19:01,16-04-2023 19:02,956.4
6568151549,31-03-2024 06:26,31-03-2024 06:37,31-03-2024 06:39,905.47
6006693867,13-07-2023 23:49,14-07-2023 00:02,14-07-2023 00:05,1371.17
374186990,09-08-2023 01:17,09-08-2023 01:37,09-08-2023 01:44,1601.19
4455336265,30-08-2023 19:37,30-08-2023 19:47,30-08-2023 19:45,2362.33
3539286337,25-04-2023 20:32,25-04-2023 20:44,25-04-2023 20:39,1463.8
9171116867,22-10-2023 11:15,22-10-2023 11:25,22-10-2023 11:37,822.63
5504941865,28-01-2024 02:39,28-01-2024 02:55,28-01-2024 03:06,2287.68
5868326481,15-03-2024 21:07,15-03-2024 21:24,15-03-2024 21:21,1962.35
2137046916,03-02-2024 08:50,03-02-2024 09:03,03-02-2024 09:01,3373.96
8195544338,26-04-2023 04:03,26-04-2023 04:20,26-04-2023 04:28,845.71
2889700050,30-04-2024 16:22,30-04-2024 16:33,30-04-2024 16:36,2706.54
65827885,27-07-2023 00:13,27-07-2023 00:25,27-07-2023 00:20,1132.98
4656471694,09-12-2023 08:08,09-12-2023 08:27,09-12-2023 08:35,1525.5
6625178717,01-07-2023 04:24,01-07-2023 04:40,01-07-2023 04:53,5718.09
7169557514,21-03-2023 05:27,21-03-2023 05:38,21-03-2023 05:50,2970.9
2268306684,28-05-2024 14:59,28-05-2024 15:11,28-05-2024 15:10,2991.57
6905293278,16-06-2024 10:23,16-06-2024 10:36,16-06-2024 11:02,1404.68
1769493463,26-06-2024 07:13,26-06-2024 07:29,26-06-2024 07:24,2541.32
5003387344,23-06-2024 10:53,23-06-2024 11:05,23-06-2024 11:00,2475.69
2064484752,07-05-2024 22:42,07-05-2024 23:00,07-05-2024 22:55,1949.92
964822979,13-07-2024 10:38,13-07-2024 10:49,13-07-2024 10:47,5804.23
6037899648,27-03-2024 17:44,27-03-2024 18:00,27-03-2024 18:04,1231.03
9347571484,02-11-2024 17:15,02-11-2024 17:26,02-11-2024 17:39,3138.06
3286177534,24-06-2023 23:52,25-06-2023 00:09,25-06-2023 00:07,3612.26
9073572548,02-05-2023 23:13,02-05-2023 23:25,02-05-2023 23:47,1091.89
8395583761,04-08-2024 23:35,04-08-2024 23:53,04-08-2024 23:48,410.62
6355378227,11-08-2023 16:52,11-08-2023 17:06,11-08-2023 17:05,5019.02
277376321,28-07-2024 04:25,28-07-2024 04:45,28-07-2024 04:44,3694.48
8559748526,05-04-2023 18:07,05-04-2023 18:27,05-04-2023 18:28,1152.09
1458051433,26-04-2024 09:14,26-04-2024 09:30,26-04-2024 09:26,1055.18
5838302640,12-05-2023 05:46,12-05-2023 06:02,12-05-2023 06:09,3377.44
1380971977,02-06-2024 13:04,02-06-2024 13:21,02-06-2024 13:16,3117.74
1221099013,23-07-2023 10:45,23-07-2023 11:01,23-07-2023 11:03,4335.11
6771166303,24-07-2023 04:21,24-07-2023 04:36,24-07-2023 04:48,816.38
7111337755,06-05-2023 05:52,06-05-2023 06:07,06-05-2023 06:04,1550.71
5562922993,06-12-2023 02:04,06-12-2023 02:14,06-12-2023 02:17,2292.64
5630957897,18-06-2024 07:17,18-06-2024 07:32,18-06-2024 07:36,827.44
1787380558,08-11-2023 17:24,08-11-2023 17:43,08-11-2023 17:45,2066.77
32613017,17-03-2023 00:20,17-03-2023 00:36,17-03-2023 00:36,2354.28
2039041670,01-11-2024 09:45,01-11-2024 10:05,01-11-2024 10:20,96.33
210693801,21-08-2024 03:59,21-08-2024 04:10,21-08-2024 04:12,3561.22
8120002258,01-01-2024 00:05,01-01-2024 00:15,01-01-2024 00:11,1213.05
2177917034,08-02-2024 20:03,08-02-2024 20:16,08-02-2024 20:25,3134.8
4254814926,21-04-2024 06:14,21-04-2024 06:34,21-04-2024 06:33,3818.33
6074172790,26-07-2023 02:15,26-07-2023 02:26,26-07-2023 02:30,2008.84
3381573131,16-07-2024 00:33,16-07-2024 00:47,16-07-2024 00:42,114.52
3773745777,02-05-2024 14:40,02-05-2024 14:58,02-05-2024 14:58,1488.19
9251939156,30-12-2023 12:39,30-12-2023 12:51,30-12-2023 12:58,891.6
3872982303,03-02-2024 01:04,03-02-2024 01:24,03-02-2024 01:25,1779.45
2625987757,01-08-2023 07:42,01-08-2023 07:54,01-08-2023 07:56,169.88
3162249401,03-05-2024 13:21,03-05-2024 13:31,03-05-2024 13:31,4406.98
3108986741,17-10-2023 19:29,17-10-2023 19:43,17-10-2023 19:44,2401.92
1851474741,01-11-2023 13:29,01-11-2023 13:42,01-11-2023 13:51,3742.79
2425099132,15-08-2023 01:15,15-08-2023 01:30,15-08-2023 01:34,2498.22
6706793332,09-10-2024 21:50,09-10-2024 22:04,09-10-2024 22:16,949.75
2149289255,01-11-2024 15:00,01-11-2024 15:20,01-11-2024 15:39,2687.31
1971008155,23-10-2023 22:23,23-10-2023 22:43,23-10-2023 22:39,1866.01
2087093460,11-07-2024 11:31,11-07-2024 11:42,11-07-2024 11:41,4198.33
2116712588,11-11-2023 20:33,11-11-2023 20:48,11-11-2023 20:51,44.35
6054358790,26-01-2024 10:11,26-01-2024 10:31,26-01-2024 10:26,3217.7
532660797,20-05-2024 06:25,20-05-2024 06:37,20-05-2024 06:51,2683.73
1491991005,04-03-2024 08:49,04-03-2024 09:01,04-03-2024 09:01,3472.55
4136019599,23-03-2024 18:38,23-03-2024 18:52,23-03-2024 18:55,1131.05
2122832513,17-02-2024 19:48,17-02-2024 19:58,17-02-2024 20:18,2037.94
3717703595,24-04-2023 21:33,24-04-2023 21:52,24-04-2023 21:51,1756.7
3194733693,05-07-2023 10:13,05-07-2023 10:30,05-07-2023 10:37,2552.88
4471162437,06-02-2024 12:38,06-02-2024 12:52,06-02-2024 12:52,3355.65
1609331948,04-01-2024 14:06,04-01-2024 14:19,04-01-2024 14:19,3648.36
6920030794,24-06-2024 02:37,24-06-2024 02:51,24-06-2024 02:49,2936.64
5127172657,11-06-2024 18:11,11-06-2024 18:30,11-06-2024 18:50,2185.5
8607115856,09-10-2023 04:42,09-10-2023 04:52,09-10-2023 04:49,739.34
7154957395,09-04-2023 10:10,09-04-2023 10:21,09-04-2023 10:21,2696.84
2070762702,04-10-2023 10:20,04-10-2023 10:37,04-10-2023 10:52,2457.2
3697242439,15-10-2024 12:30,15-10-2024 12:47,15-10-2024 12:46,2179.49
3063427913,21-09-2023 02:17,21-09-2023 02:34,21-09-2023 02:37,4419.03
2060061337,15-04-2023 22:56,15-04-2023 23:10,15-04-2023 23:22,3041.62
4625892678,18-06-2023 19:23,18-06-2023 19:35,18-06-2023 19:39,3166.49
6045698170,24-01-2024 17:03,24-01-2024 17:14,24-01-2024 17:19,222.15
7876289647,07-08-2024 07:55,07-08-2024 08:06,07-08-2024 08:18,3218.62
3434084714,02-02-2024 02:54,02-02-2024 03:06,02-02-2024 03:04,1179.41
9031695663,17-01-2024 01:23,17-01-2024 01:35,17-01-2024 01:41,2316.01
1955989715,27-12-2023 06:52,27-12-2023 07:06,27-12-2023 07:08,1931.35
3459500455,18-12-2023 00:37,18-12-2023 00:52,18-12-2023 00:54,2581.78
5953376503,25-05-2024 03:53,25-05-2024 04:08,25-05-2024 04:24,650.2
121874867,28-03-2023 00:53,28-03-2023 01:10,28-03-2023 01:05,2596.92
2460545397,27-10-2024 11:26,27-10-2024 11:38,27-10-2024 11:49,474.34
9690050839,13-01-2024 02:34,13-01-2024 02:44,13-01-2024 02:49,2551.93
2574349065,17-04-2024 14:33,17-04-2024 14:43,17-04-2024 14:44,4476.55
2461936988,20-07-2023 23:11,20-07-2023 23:29,20-07-2023 23:48,4196.95
6447596416,08-10-2023 18:18,08-10-2023 18:30,08-10-2023 18:26,4965.12
7228452275,13-05-2023 01:06,13-05-2023 01:25,13-05-2023 01:25,326.42
6696750742,02-04-2023 17:43,02-04-2023 17:54,02-04-2023 17:54,2509.56
822235931,09-08-2023 07:17,09-08-2023 07:27,09-08-2023 07:42,4866.15
7678251499,23-04-2023 13:27,23-04-2023 13:37,23-04-2023 13:42,3141.37
2497341976,21-09-2023 09:06,21-09-2023 09:19,21-09-2023 09:20,3414.57
9107314128,20-05-2024 16:19,20-05-2024 16:37,20-05-2024 16:36,545.49
9855726256,17-05-2023 07:50,17-05-2023 08:05,17-05-2023 08:03,479.57
9398719862,19-07-2024 09:22,19-07-2024 09:40,19-07-2024 09:44,4255
379494532,07-07-2024 13:29,07-07-2024 13:42,07-07-2024 13:44,3609.27
1048784963,07-09-2023 13:18,07-09-2023 13:35,07-09-2023 13:30,1159.84
4386246924,27-08-2024 10:06,27-08-2024 10:26,27-08-2024 10:52,2026.78
2050362692,30-10-2024 11:23,30-10-2024 11:36,30-10-2024 11:39,2363.42
4142963293,03-11-2024 03:45,03-11-2024 04:04,03-11-2024 04:07,3686.26
9753528654,26-07-2024 07:24,26-07-2024 07:35,26-07-2024 07:33,109.03
8126970833,14-09-2024 20:27,14-09-2024 20:41,14-09-2024 21:07,4398.35
9747814712,16-12-2023 15:38,16-12-2023 15:52,16-12-2023 15:55,2333.7
6281619403,09-04-2023 18:56,09-04-2023 19:15,09-04-2023 19:10,3374.44
436184281,20-11-2023 12:36,20-11-2023 12:55,20-11-2023 13:22,3147.92
9799231260,07-03-2024 08:59,07-03-2024 09:17,07-03-2024 09:21,872.83
4071811527,26-07-2023 15:38,26-07-2023 15:51,26-07-2023 16:00,1872.01
5645359563,08-08-2024 23:28,08-08-2024 23:45,08-08-2024 23:40,2624.29
9411813703,25-09-2023 22:56,25-09-2023 23:11,25-09-2023 23:16,4433
4270217473,01-02-2024 08:48,01-02-2024 09:02,01-02-2024 09:02,505.5
279851011,11-04-2023 09:45,11-04-2023 09:58,11-04-2023 09:57,3495.33
6260524887,01-06-2024 06:43,01-06-2024 07:00,01-06-2024 06:56,2457.11
5853998391,08-09-2023 02:48,08-09-2023 02:58,08-09-2023 02:55,949.22
9931976872,24-06-2024 05:17,24-06-2024 05:32,24-06-2024 05:28,2487.83
8432209832,20-03-2024 03:24,20-03-2024 03:42,20-03-2024 03:54,3835.31
6023721507,07-04-2024 00:19,07-04-2024 00:36,07-04-2024 00:35,1849.03
3042338919,17-05-2023 14:52,17-05-2023 15:05,17-05-2023 15:02,2765.06
233646065,19-09-2023 22:28,19-09-2023 22:43,19-09-2023 22:48,578.85
9870610018,08-02-2024 05:23,08-02-2024 05:36,08-02-2024 05:35,478.79
1398230967,22-04-2024 09:58,22-04-2024 10:13,22-04-2024 10:09,1186.66
8615488922,04-11-2023 00:06,04-11-2023 00:21,04-11-2023 00:42,3803.34
2748841057,30-12-2023 05:03,30-12-2023 05:19,30-12-2023 05:43,1587.18
1375867721,15-07-2024 16:57,15-07-2024 17:08,15-07-2024 17:05,2244.24
8595141097,31-03-2024 10:24,31-03-2024 10:36,31-03-2024 10:39,3385.77
4673382071,16-01-2024 13:25,16-01-2024 13:40,16-01-2024 13:49,1479.69
2948696008,10-04-2024 10:05,10-04-2024 10:22,10-04-2024 10:19,3103.41
6839692624,19-11-2023 01:53,19-11-2023 02:10,19-11-2023 02:35,4464.84
5770951298,02-10-2023 18:09,02-10-2023 18:23,02-10-2023 18:21,957.11
5084771819,29-08-2024 21:54,29-08-2024 22:05,29-08-2024 22:18,1207.68
422403644,27-05-2023 23:26,27-05-2023 23:46,27-05-2023 23:54,2331.5
7176758896,13-07-2023 12:50,13-07-2023 13:00,13-07-2023 13:01,2640.24
8252905093,21-04-2024 23:13,21-04-2024 23:29,21-04-2024 23:30,2315.77
1488561572,27-08-2024 08:18,27-08-2024 08:32,27-08-2024 08:31,4053.52
6212984517,16-03-2024 21:47,16-03-2024 22:05,16-03-2024 22:03,1388.01
6309784337,06-05-2024 17:37,06-05-2024 17:53,06-05-2024 17:53,1905.92
4613890018,24-10-2023 12:43,24-10-2023 13:00,24-10-2023 13:00,1545.79
3429728472,31-03-2023 08:31,31-03-2023 08:48,31-03-2023 08:57,4138.27
267738904,24-10-2023 23:10,24-10-2023 23:24,24-10-2023 23:38,3596.07
3850416839,01-07-2024 02:05,01-07-2024 02:23,01-07-2024 02:36,5490.94
3412702479,24-12-2023 07:32,24-12-2023 07:46,24-12-2023 07:51,2344.83
2016183232,19-07-2023 04:15,19-07-2023 04:35,19-07-2023 04:46,1934.43
3810280204,26-10-2023 17:52,26-10-2023 18:06,26-10-2023 18:10,2956.37
2416767295,05-07-2024 03:36,05-07-2024 03:50,05-07-2024 03:59,2358.76
2283439407,14-07-2023 02:18,14-07-2023 02:28,14-07-2023 02:32,1216.8
4328802292,14-06-2023 19:43,14-06-2023 19:57,14-06-2023 20:15,1926.12
7072715691,25-12-2023 19:14,25-12-2023 19:28,25-12-2023 19:29,2120.77
5640741373,10-05-2024 06:46,10-05-2024 06:57,10-05-2024 06:57,765.76
6931094066,15-11-2023 21:59,15-11-2023 22:18,15-11-2023 22:14,2802.27
3417088709,30-05-2024 17:24,30-05-2024 17:37,30-05-2024 17:58,912.29
4424404315,16-07-2023 07:24,16-07-2023 07:36,16-07-2023 07:40,494.48
2444087306,28-07-2023 08:25,28-07-2023 08:35,28-07-2023 08:37,2440.73
486085268,11-12-2023 19:39,11-12-2023 19:51,11-12-2023 19:56,4749.99
1731312620,08-05-2023 20:32,08-05-2023 20:42,08-05-2023 20:41,843.21
6475582506,23-09-2023 04:50,23-09-2023 05:01,23-09-2023 05:05,3895.25
1868581378,29-03-2024 18:27,29-03-2024 18:43,29-03-2024 18:47,2065.81
8884235937,09-08-2024 11:51,09-08-2024 12:01,09-08-2024 12:09,1655.6
4590662628,10-01-2024 11:48,10-01-2024 12:02,10-01-2024 12:17,3148.95
992302540,26-11-2023 21:32,26-11-2023 21:51,26-11-2023 21:54,198.72
7169974633,16-10-2024 16:03,16-10-2024 16:22,16-10-2024 16:21,2475.21
6703651257,17-01-2024 01:26,17-01-2024 01:43,17-01-2024 01:46,727.87
7180810221,10-09-2023 16:44,10-09-2023 16:58,10-09-2023 17:07,657.8
7875587578,15-07-2024 08:47,15-07-2024 08:59,15-07-2024 09:09,3351.74
2578671497,25-01-2024 00:04,25-01-2024 00:16,25-01-2024 00:21,3603.94
6284350691,20-06-2024 01:00,20-06-2024 01:13,20-06-2024 01:13,726.41
5383261788,18-10-2023 21:18,18-10-2023 21:34,18-10-2023 21:30,3375.86
6590867973,20-11-2023 08:37,20-11-2023 08:55,20-11-2023 08:54,1848.22
8787105023,07-05-2024 22:54,07-05-2024 23:09,07-05-2024 23:12,1443.64
1402916311,23-04-2024 12:52,23-04-2024 13:05,23-04-2024 13:09,4553.36
9715205272,21-10-2024 21:55,21-10-2024 22:09,21-10-2024 22:11,1189.17
3946852375,04-07-2024 12:26,04-07-2024 12:45,04-07-2024 12:45,150.99
3367039425,10-03-2024 03:46,10-03-2024 03:58,10-03-2024 04:00,703.11
687711388,02-02-2024 10:13,02-02-2024 10:28,02-02-2024 10:40,1385.43
647012431,16-06-2024 13:11,16-06-2024 13:27,16-06-2024 13:45,3706.1
7143278295,13-02-2024 15:28,13-02-2024 15:39,13-02-2024 15:35,1597.11
9736844695,09-04-2024 20:00,09-04-2024 20:18,09-04-2024 20:13,1608.11
5933289680,07-12-2023 04:30,07-12-2023 04:49,07-12-2023 05:09,2950.6
9494303116,21-07-2024 10:44,21-07-2024 11:04,21-07-2024 11:09,1538.49
9337878102,16-05-2023 03:51,16-05-2023 04:09,16-05-2023 04:05,3119.18
6872621077,14-09-2023 18:19,14-09-2023 18:29,14-09-2023 18:24,3611.43
7330237253,07-12-2023 12:22,07-12-2023 12:38,07-12-2023 12:37,869.86
7942616242,30-09-2023 08:07,30-09-2023 08:27,30-09-2023 08:52,1116
238520071,20-02-2024 05:25,20-02-2024 05:44,20-02-2024 05:47,852.02
5812379362,05-08-2023 10:51,05-08-2023 11:05,05-08-2023 11:01,3865.78
2616623847,19-01-2024 19:08,19-01-2024 19:22,19-01-2024 19:37,3928
2040854480,10-12-2023 00:09,10-12-2023 00:22,10-12-2023 00:47,946.86
5456484560,26-09-2024 01:56,26-09-2024 02:10,26-09-2024 02:35,1630.68
